Index,Action,TimeStamp,Object,// Reference is Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordStart,2021-02-24T11:06:02.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordEnd,2021-02-24T11:07:02.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordName,5b3f5d2c-9ea0-47a6-aa35-7551cfdaa330.mp4,collectedData,[accData,[accDate,2021-02-24T11:06:02.117,accInterval,0.1,accXyz,[x,-0.062249243,y,-0.18674773,z,9.787796020507812],degree,0,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:41.841,wifiInterval,39.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:42.210,wifiInterval,40.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:42.337,wifiInterval,40.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:42.763,wifiInterval,40.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:42.866,wifiInterval,40.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:43.213,wifiInterval,41.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:43.457,wifiInterval,41.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:43.598,wifiInterval,41.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:43.832,wifiInterval,41.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:44.105,wifiInterval,42.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:44.446,wifiInterval,42.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:44.619,wifiInterval,42.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:45.012,wifiInterval,43,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:45.187,wifiInterval,43.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:45.417,wifiInterval,43.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:45.775,wifiInterval,43.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:45.900,wifiInterval,43.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:46.121,wifiInterval,44.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:46.370,wifiInterval,44.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:46.610,wifiInterval,44.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:46.845,wifiInterval,44.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:47.161,wifiInterval,45.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:47.458,wifiInterval,45.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:47.591,wifiInterval,45.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:48.124,wifiInterval,46.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:48.241,wifiInterval,46.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:48.347,wifiInterval,46.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:48.622,wifiInterval,46.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:48.890,wifiInterval,46.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:49.184,wifiInterval,47.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:49.369,wifiInterval,47.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:49.602,wifiInterval,47.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:49.850,wifiInterval,47.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:50.103,wifiInterval,48.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:50.472,wifiInterval,48.5,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:50.658,wifiInterval,48.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:51.156,wifiInterval,49.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:51.349,wifiInterval,49.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:51.483,wifiInterval,49.5,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:51.867,wifiInterval,49.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:52.001,wifiInterval,50,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:52.116,wifiInterval,50.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:52.366,wifiInterval,50.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:52.619,wifiInterval,50.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:52.963,wifiInterval,51,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:53.133,wifiInterval,51.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:53.364,wifiInterval,51.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:53.757,wifiInterval,51.7,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:53.864,wifiInterval,51.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:54.345,wifiInterval,52.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:54.493,wifiInterval,52.5,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:54.651,wifiInterval,52.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:54.941,wifiInterval,52.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:55.137,wifiInterval,53.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:55.497,wifiInterval,53.5,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:55.693,wifiInterval,53.7,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:55.969,wifiInterval,54,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:56.134,wifiInterval,54.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:56.447,wifiInterval,54.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:56.890,wifiInterval,54.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:56.947,wifiInterval,54.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:57.137,wifiInterval,55.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:57.383,wifiInterval,55.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:57.656,wifiInterval,55.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:57.981,wifiInterval,56,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:58.134,wifiInterval,56.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:58.415,wifiInterval,56.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:58.635,wifiInterval,56.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:58.972,wifiInterval,57,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:59.361,wifiInterval,57.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:59.521,wifiInterval,57.5,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:59.654,wifiInterval,57.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:59.915,wifiInterval,57.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:07:00.227,wifiInterval,58.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:07:00.642,wifiInterval,58.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:07:00.957,wifiInterval,58.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:07:01.270,wifiInterval,59.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:07:01.350,wifiInterval,59.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:07:01.727,wifiInterval,59.7,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:07:01.982,wifiInterval,60,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38]]],,,,,,,,,,,,,,,,,,
